,Polarity,UserComments,Polarity_type,Label
1972,0.416666667,use card movi dine bring fine reward,Positive,1
1973,0.288888889,redeem air mile book done premier mile offici websit super fast quick conveni reward,Positive,1
1974,0.6,made use credit card shop nice video camera onlin,Positive,1
1975,0.8,opt essenti reward plan icici great deal,Positive,1
1978,0.416666667,visa network card fine varieti reward fuel,Positive,1
1982,0.404166667,sbi offer simpli save credit card use card year mostli use shop bill payment rent payment bank good app credit limit fine earlier rs k increas rs k rate interest okay,Positive,1
1983,0.6,use hdfc bank credit card avail bankthi life time free card around year credit limit good rs increas good movi ticket offer shop get discount use,Positive,1
1988,0.3,reward credit card sinc hold citi bank card much benefit like reward point discount redeem point indian oil petrol free card given suffici credit limit rs l emi option avail mostli use shop fuel purpos quarterli get airport loung access domest intern,Positive,1
1990,0.75,love fact card best reward point valu,Positive,1
1991,1,sbi card save x reward movi best,Positive,1
1995,0.333333333,super thrill associ sbi bpcl card bring array amaz scheme fuel refil,Positive,1
1999,1,happi sbi card perfect fuel save,Positive,1
2001,0.7,sbi credit card taken bank use credit card almost year card comfort aspect also repay purpos good credit limit good lakh redempt reward point good also get reward pointsthi card easi use discount shop,Positive,1
2003,0.4,enjoy associ sbi card bring surcharg waiver fuel,Positive,1
2005,0.7,spend done movi bring good valu reward,Positive,1
2008,0.2875,use citi indian oil credit card provid exclus offer fueli satisfi credit limit good discount shop use movi ticket offer use credit card past month cash back offer pretti good,Positive,1
2010,1,benefit scheme reward card simpli best,Positive,1
2011,0.416666667,fine valu benefit card wherein use reward point statement credit,Positive,1
2012,0.8,vouch scheme reward card great,Positive,1
2013,-0.25,small fee redempt reward born sbi card,Negative,0
2014,0.333333333,super content opt reward plan pertain shop offer benefit groceri supermarket retail fashion electron,Positive,1
2017,0.5,glad shop use reward gift catalogu,Positive,1
2025,1,perfect highli reward credit card,Positive,1
2029,1,reward point accru period month perfect,Positive,1
2031,0.5,pay bill use reward point eas love,Positive,1
2032,0.3,sbi simpli save card get worth reward point groceri shop,Positive,1
2034,0.75,great reward system recommend peopl want good number save,Positive,1
2035,0.3,spend inr lac got bonu reward point worth,Positive,1
2037,0.5,sbi definit best bank come vast varieti offer reward,Positive,1
2042,0.566666667,super happi valu save get card reward rate card great,Positive,1
2046,0.333333333,super impress divers natur reward cashback credit card,Positive,1
2049,1,excel reward benefit get card best,Positive,1
2052,0.7,reward point accru card bring good save,Positive,1
2058,0.283333333,sbi govern safe bought credit card get reward point cashback till date receiv welcom gift receiv first month bill clear understand gave limit rs lakh need pay annual fee rs waiver option,Positive,1
2064,0.416666667,amaz fine mix benefit reward get card,Positive,1
2066,0.3,payment join fee got reward point worth inr,Positive,1
2068,1,peopl need fuel save couldnt perfect card,Positive,1
2070,1,couldnt gotten perfectli reward scheme sbi best,Positive,1
2073,0.7,chosen sbi card sinc got offer credit limit rs suffici increas good cash limit rs annual chargeabl card credit card sanction time whenev shop get reward point fuel benefit overal use,Positive,1
2080,0.85,recommend hsbc card perfect shop eat bring good reward,Positive,1
2082,1,card offer divers way reward redempt one best,Positive,1
2083,0.416666667,satiat fine mix entertain reward shop benefit come way card,Positive,1
2087,0.5,glad everi inr spend non fuel retail store get reward point,Positive,1
2088,0.4,redempt reward easi hassl free card,Positive,1
2091,0.416666667,ever option trade card card wouldnt perfectli balanc card fine scheme reward,Positive,1
2092,0.3,face difficulti far use citi bank credit card use card much one transact far free card fuel benefit airport loung access mostli use shop good got card without delay,Positive,1
2095,0.333333333,super satiat benefit reward card,Positive,1
2096,0.7,get massiv reward fuel refil also get good varieti reward shop dine groceri spend card,Positive,1
2098,0.333333333,super satiat benefit reward icici brought way card,Positive,1
2099,0.416666667,happi fine varieti offer redempt reward get card,Positive,1
2103,1,everi reward point sbi hold valu inr best,Positive,1
2105,0.433333333,sbi use fbb style credit card year annual charg rs wavier sure shop fbb shop get discount given good credit limit option pay emi mode get credit card statement soft copi,Positive,1
2107,0.275,got reward point worth inr spend first month inr,Positive,1
2111,0.35,credit limit suffici sbi need increas limit pay annual charg rs fee wavier use card person use last time went bangkok use travel tamil nadu time chennai also reward point get never check servic good artist shoot purpos use purchas lot need increas credit limit,Positive,1
2112,0.3,got reward worth payment inr join fee,Positive,1
2115,0.333333333,super satiat benefit reward come way card,Positive,1
2119,0.3,spend worth valu lac laud mileston reward includ taj experi gift card worth rs,Positive,1
2120,1,havent seen perfect complet card term reward perfect,Positive,1
2123,0.55,card sbi far perfect one term reward,Positive,1
2124,-0.292857143,citi card avail base profil got cashback card offer provid credit limit rs k suffici need pay annual fee rs get waiv use certain limit got credit card time without delay,Negative,0
2125,0.52,hdfc bank good custom servic get credit card statement email think appli card onlin channel one year good card use shop flight book telecal servic mark get en number call payment remind could avoid rate interest high,Positive,1
2129,0.383333333,analyz credit card reward point system better annual fee bought citi bank reward credit card first purchas bonu point receiv welcom gift receiv provid credit limit satisfi process quit smooth,Positive,1
2130,0.533333333,use hdfc bank titanium time credit card year life time free card given credit limit rs k happi limit mostli use card shop reward point sure app servic good,Positive,1
2132,1,sbi perfect cashback offer best,Positive,1
2133,1,given benefit featur reward best card,Positive,1
2134,0.333333333,havent seen better card better scheme reward low cost,Positive,1
2135,0.7,paid join fee sbi reward good welcom voucher,Positive,1
2136,0.7,kind reward offer come way travel dine card great,Positive,1
2138,0.583333333,perfect card super fine reward come everi spend,Positive,1
2139,0.666666667,super happi gone essenti plan reward perfect,Positive,1
2140,0.4,glad spend exceed lac sbi grant reward point worth,Positive,1
2141,0.35,made full use reward got statement credit,Positive,1
2143,0.3,use bonu reward point shop n smile reward catalogu,Positive,1
2145,0.3,specialist purchas done sbi get reward worth,Positive,1
2152,0.37,icici best life time free card use card past month sinc friend suggest appli directli bank platinum card credit limit good k emi convers avail charg yet done monthli use card restaur fuel shop get cash back reward point discount also avail,Positive,1
2155,0.3,spend worth inr get reward point spend sbi card,Positive,1
2156,0.533333333,use hdfc bank titanium time credit card year life time free card given credit limit rs k happi limit mostli use card shop reward point sure app servic good,Positive,1
2157,0.366666667,conveni quick hassl free redeem reward use card,Positive,1
2161,0.4,easi conveni redeem turbo point free fuel,Positive,1
2162,0.316666667,super happi reward card use shop shop n smile catalogu sbi,Positive,1
2163,0.475,use hdfc bank credit card avail onlin discount shop movi ticket offer also fuel benefit got credit card time everyth good far life time free card credit limit pretti good emi option,Positive,1
2164,0.7,get good number lifestyl reward offer scb scb ultim card,Positive,1
2170,0.4,shop onlin offlin enjoy mani offer reward cashback card,Positive,1
2173,0.5,massiv spend bring massiv reward love card,Positive,1
2174,1,wonder perfect card incred discount cashback offer reward,Positive,1
2177,0.3,annual save bpcl card worth fuel,Positive,1
2178,0.5,icici bank use coral credit card month card movi offer fuel benefit loung card suffici credit limit annual charg rs never pay interest sure rate interest use card payment time,Positive,1
2185,0.5,perfect card sinc low cost divers reward,Positive,1
2188,1,facil acceler reward perfect like,Positive,1
2189,0.4,chosen sbi credit card sinc got offerth credit limit good chargeabl card movi benefit well fuel offer discount shop usefulther difficulti face far use credit card,Positive,1
2191,0.416666667,like fine usabl card bring offer reward everywher,Positive,1
2192,0.4,bpcl outlet enjoy massiv fuel cost save,Positive,1
2193,0.333333333,year ago taken credit card state bank india regard get offer reward point shop bought simpli save credit card annual fee card custom care respons okay contact custom start english languag convers hindi languag better convers,Positive,1
2194,1,groceri shop made conveni credit card best,Positive,1
2197,0.283333333,sbi upgrad credit card basic prime card annual fee rs way given join benefit reward point use pay fee year use card spoke custom care normal enquiri respons good easi connect also,Positive,1
2199,1,cashback deal amex card best superb,Positive,1
2201,0.4,realli enjoy varieti reward per spend come way card,Positive,1
2202,0.4875,hdfc best credit card use salari account hdfc first credit card receiv regalia credit card complementari loung access domest intern airport havent avail facil reward point purchas provid good convers valu like point equal pais dine privileg also get prefer servic hotel book dedic custom care servic also regalia custom provid air insur card protect plan zero cost,Positive,1
2206,0.7,loyalti program sbi result get good cashback book amount paid train reserv,Positive,1
2207,0.333333333,super excit redeem reward point save year,Positive,1
2209,0.416666667,like multitud benefit fine degre reward come credit card,Positive,1
2210,0.8,great card fetch x reward spend exce mileston limit lac,Positive,1
2211,0.7,use citi reward card taken bankther reward point use credit card year credit limit good satisfi serviceth fuel benefit pretti god card redeem reward point easi use credit card satisfi servic,Positive,1
2213,0.5,love reward sbi term fuel cost,Positive,1
2214,0.3,everi purchas worth inr done bpcl outlet get reward point,Positive,1
2215,0.3,irctc railway book ever reward point worth inr,Positive,1
2218,0.5,use hdfc bank credit card taken onlin year credit limit good airport loung access discount shop get fuel benefit use card frequent everyth good credit card,Positive,1
2219,0.333333333,super content reward offer applic card,Positive,1
2221,0.7,get good number lifestyl reward offer scb scb ultim card,Positive,1
2224,0.4,sbi offer good credit limit credit card annual charg sure document simpl upload onin receiv within day simpli save simpli save card reward convert cash back mostli use shop fuel purpos,Positive,1
2225,0.416666667,impress fine mix offer cashback come way card,Positive,1
2227,0.85,reward earn rate pretti good perfect,Positive,1
2233,0.408333333,happi content fine mix benefit huge reward point get card,Positive,1
2236,0.379166667,hdfc bank use titanium credit card sinc year life time free card given good credit limit mostli use shop purpos convert reward point cash back custom servic respons fine,Positive,1
2237,1,everi payback point make inr icici definit best term reward privileg,Positive,1
2240,0.283333333,use amazon pay icici card past month got offer amazon end get mani reward point discount purchas amazon websit charg fee get good benefit day credit limit k life time free card within week receiv card use purpos recharg fuel get waiver well,Positive,1
2241,1,truli best card reward scheme benefit,Positive,1
2242,0.333333333,onlin offlin shop super conveni card,Positive,1
2243,0.55,pay electr bill fill fuel shop purpos purchas credit card state bank india card facil good smooth use gave limit rs lakh annual fee rs waiver option applic contact custom care number chang pin number respons prompt,Positive,1
2245,0.7,user sbi card year card good offer like movi dine shop groceri etc,Positive,1
2252,1,perfect card reward best,Positive,1
2255,0.361111111,super happi amaz varieti benefit super fine reward,Positive,1
2256,0.416666667,fine balanc credit card array reward,Positive,1
2257,0.5,glad save bit fuel cost surcharg waiver,Positive,1
2261,0.7,card sbi good benefit card tend save lot form reward cashback,Positive,1
2262,0.433333333,use hdfc credit card last year servic good face issuesth credit limit suffici rupe use card shop mani purpos pay credit card bill onlinei want use hdfc mobil app qr code card nice get qr code abl use app,Positive,1
2264,0.4,sbi gave free reward bonu payment join fee,Positive,1
2265,0.4,redeem reward point got free gift voucher lifestyl brand,Positive,1
2267,0.8,get great valu reward book travel made websit irctc,Positive,1
2268,0.416666667,content fascin offer fine mix reward card bring way,Positive,1
2271,0.3,satiat good reward system card wherein get reward point per inr spent,Positive,1
2275,0.375,like reward sbi past month associ perfect,Positive,1
2277,1,card best get x reward shop department store,Positive,1
2281,0.5,sbi fetch x reward groceri shop love,Positive,1
2285,0.5,love sbi card amaz fuel reward save,Positive,1
2289,0.65,perfect card bring amazon shop voucher worth,Positive,1
2290,0.375,super satiat fine varieti offer reward benefit get card,Positive,1
2292,1,card came associ bharat petroleum perfect fuel save,Positive,1
2293,0.283333333,benefit cashback reward point main reason choos credit card hsbc get mainli onlin shop offer like variou websit restaur get free loung access airport ask provid voter id verif avail henc havent given havent contact happi process execut behavior polit came document collect,Positive,1
2294,0.516666667,get good number reward spend done groceri super market department store,Positive,1
2295,1,best way believ redeem accru reward point pay card charg,Positive,1
2296,0.283333333,feel citi bank credit card better credit card reward point system better particular reason choos credit card citi bank provid credit limit rs annual fee first year second year need pay annual im use card rs,Positive,1
2298,0.5,glad sbi gener offer reward onlin offlin,Positive,1
2300,0.7,enjoy associ sbi alway best reward,Positive,1
2301,1,card perfect spend fuel dine movi,Positive,1
2303,0.75,reward system card perfect love,Positive,1
2304,0.5,liter couldnt found better reward scheme,Positive,1
2306,0.5,perfect low cost impecc reward scheme credit card,Positive,1
2307,0.45,hdfc bank use master credit card year life time free card annual charg credit limit good emi option avail use card mostli shop reward bill payment fuel din get cash back offer movi ticket offer use card purpos given good servic,Positive,1
2309,0.5,glad could make reward point could get statement credit,Positive,1
2311,0.7,went famili paid dine bill card receiv good reward,Positive,1
2312,0.578571429,hdfc credit card year havent charg annual fee good reward point program along good custom care servic condit use card certain amount waiv annual charg good emi option avail,Positive,1
2313,0.558333333,plan good chosen sbi credit card said wont get fuel sur charg waiver use card buy petrol rs irctc websit book ticket give cashback card protect plan get replac immedi lost card gave limit rs annual fee rs gst charg waiver option would fine,Positive,1
2315,0.29375,hdfc credit card avail onlin use card past year free card money back card shop get discount pretti good movi ticket offer custom servic also good get proper respons need assist everyth good far face difficulti,Positive,1
2317,0.3,shop n smile catalogu sbi varieti gift wherein redeem reward point,Positive,1
2323,0.4,onlin shop pay bill everyth hassl free simpli save card,Positive,1
2324,1,feel reward content credit card scheme best,Positive,1
2327,0.472222222,total best card fine array reward save,Positive,1
2332,0.7,got good deal post redempt reward point singapor airlin kri flyer mile,Positive,1
2334,0.375,super reliev fine mix benefit umpteen reward come way card,Positive,1
2337,0.4,use hdfc card sinc month friend suggest card much good card servic awesom life time free card credit limit low accord salari okay k emi convers applic get reward point convert cash gift around month got messag banker elig loan approv within minut also get offer product well,Positive,1
2338,0.533333333,hdfc bank offer diner club credit card use card month dont know free card chargeabl credit limit okay mostli shop use get reward point custom servic good,Positive,1
2341,0.333333333,super impress divers natur reward cashback credit card,Positive,1
2343,0.4,pretti much enjoy multitud benefit reward applic card,Positive,1
2347,1,reward point hold valu equival inr fuel card best,Positive,1
2352,0.7,impress good rang dine travel shop reward sbi elit card,Positive,1
2357,0.5,glad everi inr spend card get reward point,Positive,1
2363,0.333333333,super impress benefit cashback assur credit card,Positive,1
2364,0.366666667,use sbi reward get quick hassl free statement credit,Positive,1
2371,0.6,satiat kind offer cashback servic credit card bring way,Positive,1
2373,0.4,hdfc bank use titanium time credit sinc month appli card app free card given credit limit rsk get discount purchas mostli movi ticket book shop emi facil avail get credit card statement email,Positive,1
2376,0.8,acceler reward point premium categori great benefit,Positive,1
2378,0.5,glad get x reward eat card,Positive,1
2379,1,facil concierg benefit perfect reward card,Positive,1
2384,0.266666667,first transact valu inr done within first day got reward point worth,Positive,1
2387,1,exchang reward gift voucher perfect,Positive,1
2391,-0.25,order abl redeem reward point bear small fee inr,Negative,0
2392,0.738888889,truli great card fine benefit reward perfect,Positive,1
2395,0.34,love card good low cost reward high save valu,Positive,1
2396,0.7,use sbi elit card shop department store got good valu reward,Positive,1
2403,0.7,card sbi good benefit card tend save lot form reward cashback,Positive,1
2404,0.45,pretti much like reward card three year movi dine travel offer good,Positive,1
2405,-0.3,almost year use hdfc credit card variant hdfc regalia card sinc save account hdfc bank base provid card enhanc limit regular basi base usag life time free credit card im get benefit like cashback reward point use onlin offlin well,Negative,0
2408,0.4,use sbi credit card taken onlin get reward point good also fuel benefit card deliv time credit limit ok day agent gave relev detail card process proper callback well follow bank end,Positive,1
2412,0.333333333,super happi receiv reward bonu annual spend lac,Positive,1
2413,0.333333333,super satiat could redeem reward point donat chariti,Positive,1
2416,0.55,journey hdfc bank credit card almost year avail bankth credit limit suffici l life time free card movi benefit reward point good get discount shop easi use well,Positive,1
2417,0.558333333,sbi superior trust bank fine degre reward,Positive,1
2422,0.5,hdfc bank credit card taken banki get airport loung access also good reward point credit limit realli good life time free card get much offer credit card got credit card within week time,Positive,1
2423,0.3,spend sbi elit card worth lac got bonu reward point mileston worth,Positive,1
2424,0.7,like everi spend sbi card fetch good varieti reward cashback benefit offer,Positive,1
2430,1,superb card give fuel save valu,Positive,1
2431,0.3,chosen sbi credit card sinc ipo offer credit limit satisfi free card without delay got card benefit like emi option discount shop movi ticket offer much comfort servic,Positive,1
2436,0.6,lot good valu voucher top travel lifestyl brand came way sbi,Positive,1
2438,0.4,liter never seen reward card sbi got yatra hush puppi bata voucher free card,Positive,1
2440,0.7,earn good number reward per spend done card,Positive,1
2442,1,perfect card varieti dine shop offer,Positive,1
2444,0.3,good reward base card perfect daili commut,Positive,1
2446,1,reward point redeem instantli card best,Positive,1
2447,1,card sbi perfect fulli pack discount voucher reward us custom,Positive,1
2448,0.5,glad made use card make purchas department store got x reward,Positive,1
2450,0.5,love credit card bring exquisit travel shop discount,Positive,1
2451,0.75,love excit reward scheme card best,Positive,1
2453,0.333333333,super happi addit reward point get annual spend card,Positive,1
2457,1,feel shop overal benefit card simpli best,Positive,1
2459,0.5,say without doubt couldnt gotten better scheme reward,Positive,1
2460,0.7,got annual fee chargeabl card rupe citi spend k within year fee waiver credit limit good suffici receiv call time receiv card week sinc alreadi use bank card chosen bank use swiggi shop,Positive,1
2464,0.333333333,super satiat divers natur reward offer citi bank card,Positive,1
2467,0.75,reward redempt card best love,Positive,1
2471,1,perfect card peopl struggl massiv fuel cost,Positive,1
2474,0.416666667,hdfc diner black credit card load unparallel benefit featur travel lifestyl protect best industri reward redempt,Positive,1
2475,1,surcharg levi fuel refil perfect,Positive,1
2478,0.275,true name save much shop card,Positive,1
2479,0.458333333,sbi execut collect document credit card process receiv card within day credit limit suffici card annual charg sure mostli use card shop get reward point app fine lot peopl contact card protect plan dont likethi card airport loung benefit,Positive,1
2484,0.8,taj epicur plan great fetch reward benefit restaur bar,Positive,1
2486,0.8,shop sbi catalogu use reward point great benefit,Positive,1
2489,0.85,get perfect lifestyl benefit also get good travel reward card,Positive,1
2492,1,prime reward come credit card simpli perfect,Positive,1
2493,0.7,lac got good acceler reward card,Positive,1
2495,0.416666667,fine balanc reward offer came way card,Positive,1
2496,0.6,love club vistara silver membership fetch good reward discount deal vistara,Positive,1
2499,0.7,get good number reward card everi year,Positive,1
2505,1,perfect premium card travel shop,Positive,1
2506,0.5,havent seen low cost reward credit card elsewher one best,Positive,1
2508,0.5,top lifestyl travel voucher gift sbi,Positive,1
2509,0.4,sbi card enjoy realli fascin reward benefit purchas done department store,Positive,1
2517,0.5,glad could redeem reward point shop groom kit reward portal sbi,Positive,1
2518,0.5,love bpcl petrol pump across countri redeem reward point,Positive,1
2520,0.4,card alway assur hassl free dine travel shop experi,Positive,1
2522,-0.25,havent use reward past year go redeem soon shop,Negative,0
2523,1,best part reward redempt facil card,Positive,1
2525,0.7,get good lifestyl fashion reward spend done card,Positive,1
2526,0.7,dine famili one partner restaur sbi took card payment bill got good discount also got x reward point,Positive,1
2527,0.8,great benefit reward receiv shop sbi card,Positive,1
2528,0.279166667,icici provid credit limit k fine use use card around year annual fee chargeabl rupe process via bank appli onlin shop get cash back mobil purchas get good discount cash back emi convers applic,Positive,1
2529,0.35,use american express platinum travel credit card bag good reward deal,Positive,1
2530,0.45,use jp mile reward enjoy exclus hotel stay better price,Positive,1
2532,0.3,credit card got onlin shop movi voucher worth year,Positive,1
2535,0.316666667,payment fee brought welcom reward worth k super happi,Positive,1
2537,0.6,good reward rate amaz cashback offer far perfect sbi card,Positive,1
2543,0.366666667,hdfc bank offer regalia credit card think use sinc year life time free card given good credit limit rs k increas happi get reward point convert cash back emi facil avail,Positive,1
2549,0.5,card get welcom voucher top lifestyl travel fashion brand,Positive,1
2561,0.5625,pretti happi vivid reward system credit card perfect,Positive,1
2566,1,cannot believ could redeem accru reward point statement credit sbi best,Positive,1
2568,0.8,everi inr spend sbi get reward point great,Positive,1
2569,0.3,credit card fetch good benefit get reward point per inr spent,Positive,1
2570,0.316666667,super happi reward card use shop shop n smile catalogu sbi,Positive,1
2574,0.3,truli perfect reward base card good deal save,Positive,1
2575,0.75,love perfect scheme reward card sbi,Positive,1
2577,0.7,go mall shop mani peopl harass custom take sbi card especi bigbazaar tata croma showroom could avoid get good shop benefit bigbazaar like discount purchas cloth fashion bigbazaar im quit happi credit limit annual fee rs doesnt get waiv,Positive,1
2580,0.85,like perfect benefit card brought good deal reward cashback,Positive,1
2581,0.8,great card amaz welcom benefit mileston reward reward per spend,Positive,1
2582,-0.8,genuin havent seen reward offer base card,Negative,0
2585,0.5,love reward card use cash,Positive,1
2587,1,perfect card bounti benefit reward,Positive,1
2591,1,best thing like card accumul reward point period year,Positive,1
2592,1,could accru reward point year sbi best,Positive,1
2594,0.333333333,super happi receiv x reward fuel refil bpcl,Positive,1
2595,0.7,good valu card wherein get reward point everi spend inr dine movi depart store,Positive,1
2596,0.7,good card amaz reward come way everi,Positive,1
2597,0.35,sbi offer annual fee chargeabl card plu gst waiver option spend l within year henc appli card onlin receiv one week credit limit low k good offer benefit onlin shop awar emi convers everi purpos need contact custom care appli card made take insur charg rupe still didnt receiv document yet,Positive,1
2598,0.3,felt amaz get mileston reward worth sbi card,Positive,1
2599,0.375,super happi fine varieti benefit reward get sbi,Positive,1
2600,0.416666667,visa network card fine varieti reward fuel,Positive,1
2604,0.6,dont feel could gotten better choic reward one good travel offer,Positive,1
2606,0.308333333,like fine varieti reward divers reward whole,Positive,1
2609,0.7,good valu card brought x reward spend done groceri shop,Positive,1
2610,0.416666667,absolut cherish fine mix benefit reward get card,Positive,1
2611,0.55,use hdfc bank titanium time credit card almost year one coleug use card recommend appli card process smooth reward point purchas anyth given suffici credit limit custom servic good alway help tendenc,Positive,1
2619,0.7,card bring good reward dine travel amaz shop reward,Positive,1
2622,0.4,best part hdfc credit card credit limit use increas fast rate offer also goodth agent came collect document got card short time use card shoppingon line paymentfuel surcharg groceri use card money transfer purpos,Positive,1
2624,0.4,redeem turbo point free fuel even gift voucher,Positive,1
2626,0.333333333,super satiat excel reward come way shop done card,Positive,1
2628,0.5,shop amazingli reward sbi card love,Positive,1
2630,0.35,true sens lifestyl credit card bring massiv offer reward,Positive,1
2634,0.5,love credit card alway brought multitud reward save,Positive,1
2640,0.5,love sbi card amaz fuel reward save,Positive,1
2642,0.416666667,fine valu benefit card amaz degre reward featur benefit,Positive,1
2644,0.7,spend done groceri department store earn good reward point,Positive,1
2647,0.333333333,super like sbi bpcl card amplifi fuel save,Positive,1
2648,-0.25,usual accru reward point sbi simpli save card redeem bill,Negative,0
2652,0.5,love sbi card bring multitud reward cashback,Positive,1
2655,-0.4,though user amex card year still feel need game bit term reward,Negative,0
2657,1,perfect card bring save fuel travel dine,Positive,1
2661,0.38,document process good sbi upload onlin basic good card appli annual charg card rs spend annual rs l rs l fee waiv start use card got statement also cash back offer get onlin market shop credit limit okay given limit rs k,Positive,1
2666,0.333333333,super happi share sbi fetch multitud offer reward,Positive,1
2667,0.6,chosen annual fee chargeabl card sbi around rupe also option waiver credit limit k good card use provid free airport loung access time yearli basi receiv card within day use card fuel shop purpos get good offer happi facil compar bank,Positive,1
2668,0.8,spend done fuel get great save sbi card,Positive,1
2670,0.333333333,super reliev happi reward point system card,Positive,1
2679,0.7,use citi reward card taken bankther reward point use credit card year credit limit good satisfi serviceth fuel benefit pretti god card redeem reward point easi use credit card satisfi servic,Positive,1
2680,0.366666667,use hdfc money back card year upgrad card twice life time free credit limit suffici enhanc twice use emi convers nomin charg good card offer onlin purchas movi ticket easi use everi store get reward point unabl redeem,Positive,1
2681,0.7,card sbi brought good reward spend,Positive,1
2685,0.3,appli credit card citi onlin process done receiv call time receiv card day along kit credit limit suffici around k annual fee chargeabl rupe spend k within year get waiver emi convers avail charg moder use card onlin shop whenev need basic process fast got good offer,Positive,1
2687,0.3,sbi elit card got mileston reward worth k spend lac,Positive,1
2692,0.5,glad join get cashback offer spend inr card,Positive,1
2695,0.416666667,mileston reward spend lac fine benefit card,Positive,1
2696,0.55,citi bank offer reward credit card given good credit limit rs k life time free card document done smooth execut came collect given aadhar card passport citi bank good custom servic,Positive,1
2698,1,like credit card best suit dine shop fuel purchas,Positive,1
2699,0.3,amex card get movi onlin shop worth inr everi year,Positive,1
2703,0.7,chosen sbi card sinc got offer credit limit rs suffici increas good cash limit rs annual chargeabl card credit card sanction time whenev shop get reward point fuel benefit overal use,Positive,1
2705,0.366666667,use standard charter card month sinc maintain salari account got pre approv card offer within week receiv card life time free card credit limit k provid emi convers applic nomin charg use shop restaur fuel get good point,Positive,1
2709,0.8,got great discount shop done flipkart,Positive,1
2710,0.416666667,use sbi card three year fine valu card fill offer reward,Positive,1
2714,0.5,love fascin benefit reward scheme sbi elit card,Positive,1
2716,-0.8,base need requir opt essenti plan reward,Negative,0
2719,0.4,credit card fetch discount person lifestyl fit evalu kairali,Positive,1
2724,0.308333333,use hdfc bank credit card taken bank get good reward point use credit card past month onlythi life time free card credit limit pretti good option convert emi get movi ticket offersth servic much conveni far,Positive,1
2725,1,cannot believ reward sbi card perfect,Positive,1
2726,0.42,rate interest high citi bank card annual charg rs sure wavier document process nice execut came offic receiv within week start use card shop maximum emi facil,Positive,1
2729,0.2875,use sbi credit card taken onlin credit card deliv time credit limit good lakh good usether cash back offer well reward point usefuli use credit card past day realli comfort use credit card,Positive,1
2731,0.275,sbi brand name bank annual fee zero credit limit higher side due chosen card reward point system realli good onlin payment everi month charg interest emi convers offer zero interest emi,Positive,1
2735,0.608333333,fine array save reward assur great card,Positive,1
2738,0.65,particularli love card great choic reward offer,Positive,1
2739,0.458333333,love fine varieti benefit impress reward card,Positive,1
2740,0.5,glad beyond fuel save save supermarket shop groceri,Positive,1
2745,0.55,use sbi credit card taken onlin card realli good reward point chargeabl card need pay yearli basisth agent share requir inform card processeveryth smooth drawback face,Positive,1
2746,0.708333333,perfect card fine varieti benefit reward,Positive,1
2747,0.65,shop n smile reward catalogu sbi perfect gift reward redempt,Positive,1
2748,0.4,shop duti free store incred reward bring save cashback,Positive,1
2749,-0.275,prime card state bank india card reward point voucher use small reward point purchas anyth charg annual fee rs get waiv use card rs lakh year face fraudul activ card kept pocket receiv messag card use dollar us henc complaint immedi block card lot follow revers money account must secur,Negative,0
2750,1,icici best term reward smaaash day wherein got discount f b,Positive,1
2752,0.255,true fee pretti high voucher benefit reward cashback make,Positive,1
2755,0.4,sbi alway reward gave card free,Positive,1
2756,0.4,pay fuel cheap sinc get surcharg waiver,Positive,1
2759,0.3,payment join fee got inr worth reward,Positive,1
2761,0.8,like reward offer sbi card suprem great,Positive,1
2762,-0.2625,custom account hdfc easi login account time need login mobil app access appli card via onlin hold card past month annual fee chargeabl rupe waiver option spend k within year credit limit l use onlin shop fuel purchas base usag get cash back money back card,Negative,0
2763,0.375,super satiat fine varieti benefit reward card bring way,Positive,1
2765,-0.4,money back credit card hdfc bank im get cashback reward point purchas like regardless fashion onlin groceri henc make reward point cash redempt face issu card got credit limit rs lakh durat year base usag,Negative,0
2766,1,easi earn mani reward perfect credit card,Positive,1
2767,0.4,duti free spend done card got cashback,Positive,1
2769,0.4,perfect credit card get lot reward everyday spend,Positive,1
2771,0.458333333,love massiv varieti reward benefit sbi card fine valu card,Positive,1
2776,-0.25,small fee charg redempt reward,Negative,0
2778,0.333333333,super amaz divers natur reward benefit cashback offer sbi,Positive,1
2780,0.366666667,glad sbi card good card wherein get reward point everi inr spent,Positive,1
2781,0.558333333,good valu card fine rang reward shop onlin,Positive,1
2784,0.5,glad get fuel cheaper valu sinc surcharg amount exempt,Positive,1
2785,0.333333333,super happi reward intern spend card,Positive,1
2786,1,credit card could choos form variou reward plan find one would best satiat need,Positive,1
2790,0.5,use icici card one year provid annual fee chargeabl card waiver option applic credit limit okay k sinc need purchas k month limit suffici swipe card travel shop fuel purpos opt emi convers,Positive,1
2791,0.266666667,super happi sbi simpli save card save much form reward,Positive,1
2793,1,term reward perfect credit card ever,Positive,1
2794,1,redeem reward varieti altern best,Positive,1
2795,1,like reward sbi divers best bank,Positive,1
2796,0.8,reward system hsbc card great bring multipl save,Positive,1
2797,1,mileston reward benefit sbi perfect ever seen,Positive,1
2798,0.7,like good valu discount reward earn sbi,Positive,1
2799,0.7,perfect card peopl enjoy shop lot,Positive,1
2804,0.75,good deal fuel benefit applic card great,Positive,1
2805,1,cannot complain sinc benefit reward system sbi card best,Positive,1
2807,0.7,everi groceri shop done card get good valu reward,Positive,1
